timestep,reward
214.0,729.4477222561836
215.0,736.0876885652542
216.0,744.6247880458832
217.0,755.0590206384659
218.0,765.4932532310486
219.0,776.8760523796082
220.0,787.3102849721909
221.0,797.7445175647736
222.0,808.1787501573563
223.0,810.0758833885193
224.0,812.9215832352638
225.0,817.6644163131714
226.0,823.3558160066605
227.0,830.9443489313126
228.0,837.5843152403831
229.0,846.1214147210121
230.0,854.6585142016411
231.0,863.19561368227
232.0,873.6298462748528
233.0,885.0126455426216
234.0,898.2925780415535
235.0,912.5210772156715
236.0,928.6467097401619
237.0,945.7209089398384
238.0,964.6922412514687
239.0,983.6635738015175
240.0,1004.5320392251015
241.0,1025.4005046486855
242.0,1047.217536509037
243.0,1069.9831348061562
244.0,1092.7487331032753
245.0,1115.5143314003944
246.0,1138.2799296975136
247.0,1155.354128420353
248.0,1178.119726717472
249.0,1200.8853250145912
250.0,1222.7023568749428
251.0,1243.5708222985268
252.0,1262.5421548485756
253.0,1281.5134873986244
254.0,1299.536253273487
255.0,1318.5075855851173
256.0,1336.53035145998
257.0,1354.5531173348427
258.0,1374.473016321659
259.0,1395.341481745243
260.0,1418.1070800423622
261.0,1440.8726783394814
262.0,1463.6382766366005
263.0,1486.4038749337196
264.0,1509.1694732308388
265.0,1531.935071527958
266.0,1549.9578369259834
267.0,1566.0834694504738
268.0,1584.1062353253365
269.0,1601.1804340481758
270.0,1623.946032345295
271.0,1644.814497768879
272.0,1665.682963192463
273.0,1684.6542957425117
274.0,1702.6770616173744
275.0,1720.699827492237
276.0,1739.671160042286
277.0,1760.53962546587
278.0,1782.3566573262215
279.0,1805.1222556233406
280.0,1827.8878539204597
281.0,1850.653452217579
282.0,1873.419050514698
283.0,1896.1846488118172
284.0,1918.9502471089363
285.0,1941.7158454060555
286.0,1964.4814437031746
287.0,1977.7613760828972
288.0,1977.7613760828972
289.0,1977.7613760828972
290.0,1977.7613760828972
291.0,1977.7613760828972
292.0,1977.7613760828972
293.0,1977.7613760828972
294.0,1977.7613760828972
295.0,1977.7613760828972
296.0,1977.7613760828972
297.0,1977.7613760828972
298.0,1977.7613760828972
299.0,1977.7613760828972
300.0,1977.7613760828972
301.0,1977.7613760828972
302.0,1977.7613760828972
303.0,1978.7099426984787
304.0,1981.5556425452232
305.0,1985.3499090075493
306.0,1989.1441754698753
307.0,1994.8355751633644
308.0,2000.5269748568535
309.0,2008.1155077815056
310.0,2016.6526072621346
311.0,2027.0868398547173
312.0,2038.4696390032768
313.0,2038.4696390032768
314.0,2038.4696390032768
315.0,2038.4696390032768
316.0,2038.4696390032768
317.0,2038.4696390032768
318.0,2038.4696390032768
319.0,2038.4696390032768
320.0,2038.4696390032768
321.0,2038.4696390032768
322.0,2038.4696390032768
323.0,2039.4182056188583
324.0,2041.3153388500214
325.0,2046.058171927929
326.0,2050.8010050058365
327.0,2056.4924046993256
328.0,2063.132371008396
329.0,2069.7723373174667
330.0,2077.360870242119
331.0,2086.8465362787247
332.0,2097.2807688713074
333.0,2108.663568019867
334.0,2121.943500518799
335.0,2136.171999692917
336.0,2152.297632217407
337.0,2159.8861651420593
338.0,2159.8861651420593
339.0,2159.8861651420593
340.0,2159.8861651420593
341.0,2159.8861651420593
342.0,2159.8861651420593
343.0,2159.8861651420593
344.0,2159.8861651420593
345.0,2159.8861651420593
346.0,2159.8861651420593
347.0,2159.8861651420593
348.0,2159.8861651420593
349.0,2159.8861651420593
350.0,2159.8861651420593
351.0,2159.8861651420593
352.0,2159.8861651420593
353.0,2159.8861651420593
354.0,2159.8861651420593
355.0,2159.8861651420593
356.0,2159.8861651420593
357.0,2159.8861651420593
358.0,2159.8861651420593
359.0,2159.8861651420593
360.0,2159.8861651420593
361.0,2159.8861651420593
362.0,2159.8861651420593
363.0,2159.8861651420593
364.0,2157.9890319108963
365.0,2157.040465295315
366.0,2157.040465295315
367.0,2158.937598526478
368.0,2161.7832983732224
369.0,2165.5775648355484
370.0,2170.320397913456
371.0,2176.011797606945
372.0,2182.6517639160156
373.0,2190.2402968406677
374.0,2199.7259628772736
375.0,2211.108762025833
376.0,2222.4915611743927
377.0,2232.9257937669754
378.0,2244.308592915535
379.0,2255.6913920640945
380.0,2268.0227578878403
381.0,2281.302690386772
382.0,2296.4797562360764
383.0,2312.6053887605667
384.0,2329.679587960243
385.0,2347.702353835106
386.0,2366.6736863851547
387.0,2387.5421518087387
388.0,2409.3591836690903
389.0,2432.1247819662094
390.0,2454.8903802633286
391.0,2477.6559785604477
392.0,2500.421576857567
393.0,2523.187175154686
394.0,2545.952773451805
395.0,2568.7183717489243
396.0,2591.4839700460434
397.0,2614.2495683431625
398.0,2637.0151666402817
399.0,2659.780764937401
400.0,2676.85496366024
401.0,2697.723429083824
402.0,2716.694761633873
403.0,2733.7689608335495
404.0,2749.89459335804
405.0,2765.071659207344
406.0,2781.1972917318344
407.0,2798.271490931511
408.0,2816.2942568063736
409.0,2827.6770561933517
410.0,2827.6770561933517
411.0,2827.6770561933517
412.0,2827.6770561933517
413.0,2827.6770561933517
414.0,2827.6770561933517
415.0,2827.6770561933517
416.0,2826.7284895777702
417.0,2824.831356346607
418.0,2823.8827897310257
419.0,2824.831356346607
420.0,2826.7284895777702
421.0,2827.6770561933517
422.0,2827.6770561933517
423.0,2827.6770561933517
424.0,2827.6770561933517
425.0,2827.6770561933517
426.0,2827.6770561933517
427.0,2827.6770561933517
428.0,2827.6770561933517
429.0,2826.7284895777702
430.0,2824.831356346607
431.0,2824.831356346607
432.0,2826.7284895777702
433.0,2827.6770561933517
434.0,2827.6770561933517
435.0,2827.6770561933517
436.0,2827.6770561933517
437.0,2827.6770561933517
438.0,2827.6770561933517
439.0,2827.6770561933517
440.0,2827.6770561933517
441.0,2827.6770561933517
442.0,2827.6770561933517
443.0,2827.6770561933517
444.0,2827.6770561933517
445.0,2827.6770561933517
446.0,2826.7284895777702
447.0,2826.7284895777702
448.0,2827.6770561933517
449.0,2827.6770561933517
450.0,2827.6770561933517
451.0,2827.6770561933517
452.0,2827.6770561933517
453.0,2827.6770561933517
454.0,2827.6770561933517
455.0,2827.6770561933517
456.0,2827.6770561933517
457.0,2827.6770561933517
458.0,2825.7799229621887
459.0,2825.7799229621887
460.0,2826.7284895777702
461.0,2828.6256228089333
462.0,2831.471322655678
463.0,2834.3170225024223
464.0,2836.2141557335854
465.0,2840.956988811493
466.0,2844.751255273819
467.0,2849.4940883517265
468.0,2855.1854880452156
469.0,2861.825454354286
470.0,2869.4139872789383
471.0,2877.0025202035904
472.0,2885.5396196842194
473.0,2894.0767191648483
474.0,2903.562385201454
475.0,2912.099484682083
476.0,2920.636584162712
477.0,2929.173683643341
478.0,2936.762216567993
479.0,2943.4021828770638
480.0,2950.0421491861343
481.0,2956.682115495205
482.0,2962.373515188694
483.0,2968.064914882183
484.0,2973.756314575672
485.0,2978.4991476535797
486.0,2981.3448475003242
487.0,2986.087680578232
488.0,2989.881947040558
489.0,2993.676213502884
490.0,2996.5219133496284
491.0,2999.367613196373
492.0,3002.2133130431175
493.0,3005.059012889862
494.0,3006.956146121025
495.0,3009.8018459677696
496.0,3012.647545814514
497.0,3015.4932456612587
498.0,3017.3903788924217
499.0,3020.2360787391663
500.0,3022.1332119703293
501.0,3024.0303452014923
502.0,3025.9274784326553
503.0,3026.876045048237
504.0,3027.8246116638184
505.0,3027.8246116638184
506.0,3028.7731782794
507.0,3028.7731782794
508.0,3029.7217448949814
509.0,3029.7217448949814
510.0,3030.670311510563
511.0,3030.670311510563
512.0,3031.6188781261444
513.0,3031.6188781261444
514.0,3032.567444741726
515.0,3032.567444741726
516.0,3033.5160113573074
517.0,3035.4131445884705
518.0,3038.258844435215
519.0,3041.1045442819595
520.0,3044.8988107442856
521.0,3048.6930772066116
522.0,3051.538777053356
523.0,3056.2816101312637
524.0,3061.0244432091713
525.0,3066.7158429026604
526.0,3073.355809211731
527.0,3081.89290869236
528.0,3092.3271412849426
529.0,3102.7613738775253
530.0,3113.195606470108
531.0,3123.6298390626907
532.0,3134.0640716552734
533.0,3144.498304247856
534.0,3153.983970284462
535.0,3163.469636321068
536.0,3172.006735801697
537.0,3171.0581691861153
538.0,3169.1610359549522
539.0,3168.2124693393707
540.0,3167.263902723789
541.0,3166.3153361082077
542.0,3165.366769492626
543.0,3164.4182028770447
544.0,3164.4182028770447
545.0,3163.469636261463
546.0,3162.5210696458817
547.0,3161.5725030303
548.0,3160.6239364147186
549.0,3160.6239364147186
550.0,3162.5210696458817
551.0,3164.4182028770447
552.0,3166.3153361082077
553.0,3167.263902723789
554.0,3167.263902723789
555.0,3167.263902723789
556.0,3167.263902723789
557.0,3167.263902723789
558.0,3169.1610359549522
559.0,3171.0581691861153
560.0,3172.006735801697
561.0,3172.006735801697
562.0,3167.263902783394
563.0,3158.726803302765
564.0,3152.0868369936943
565.0,3147.3440039157867
566.0,3143.5497374534607
567.0,3141.6526042222977
568.0,3140.704037606716
569.0,3141.6526042222977
570.0,3142.601170837879
571.0,3143.5497374534607
572.0,3145.4468706846237
573.0,3148.2925705313683
574.0,3152.0868369936943
575.0,3155.8811034560204
576.0,3159.6753699183464
577.0,3163.4696363806725
578.0,3166.315336227417
579.0,3168.21246945858
580.0,3170.109602689743
581.0,3171.0581693053246
582.0,3171.0581693053246
583.0,3172.9553025364876
584.0,3173.903869152069
585.0,3167.263902902603
586.0,3158.726803421974
587.0,3151.138270497322
588.0,3147.344004034996
589.0,3144.4983041882515
590.0,3142.6011709570885
591.0,3141.652604341507
592.0,3141.652604341507
593.0,3141.652604341507
594.0,3142.6011709570885
595.0,3144.4983041882515
596.0,3148.2925706505775
597.0,3153.035403728485
598.0,3157.7782368063927
599.0,3162.5210698843002
600.0,3168.2124695777893
601.0,3172.955302655697
602.0,3177.6981357336044
603.0,3182.440968811512
604.0,3187.1838018894196
605.0,3191.926634967327
606.0,3196.6694680452347
607.0,3201.4123011231422
608.0,3206.15513420105
609.0,3209.949400663376
610.0,3207.1037008166313
611.0,3204.258000969887
612.0,3203.3094343543053
613.0,3203.3094343543053
614.0,3204.258000969887
615.0,3207.1037008166313
616.0,3209.949400663376
617.0,3214.6922337412834
618.0,3220.3836334347725
619.0,3227.9721663594246
620.0,3236.5092658400536
621.0,3246.9434984326363
622.0,3258.326297581196
623.0,3270.6576634049416
624.0,3284.8861625790596
625.0,3299.1146617531776
626.0,3314.291727602482
627.0,3330.417360126972
628.0,3339.9030262827873
629.0,3339.9030262827873
630.0,3342.748726129532
631.0,3345.5944259762764
632.0,3350.337259054184
633.0,3356.028658747673
634.0,3362.6686250567436
635.0,3369.308591365814
636.0,3376.8971242904663
637.0,3385.4342237710953
638.0,3395.868456363678
639.0,3407.251255631447
640.0,3419.5826214551926
641.0,3433.8111206293106
642.0,3449.936753153801
643.0,3467.0109523534775
644.0,3485.9822849035263
645.0,3505.9021838903427
646.0,3527.7192157506943
647.0,3549.536247611046
648.0,3572.301845908165
649.0,3595.067444205284
650.0,3617.8330425024033
651.0,3633.0101079940796
652.0,3625.4215750694275
653.0,3617.8330421447754
654.0,3610.2445092201233
655.0,3602.655976295471
656.0,3595.067443370819
657.0,3587.478910446167
658.0,3579.890377521515
659.0,3572.301844596863
660.0,3564.7133116722107
661.0,3557.1247787475586
662.0,3549.5362458229065
663.0,3541.9477128982544
664.0,3539.10201305151
665.0,3540.0505796670914
666.0,3541.9477128982544
667.0,3544.793412744999
668.0,3547.6391125917435
669.0,3551.4333790540695
670.0,3556.176212131977
671.0,3561.867611825466
672.0,3568.5075781345367
673.0,3575.1475444436073
674.0,3582.7360773682594
675.0,3589.3760436177254
676.0,3598.861709654331
677.0,3610.244508802891
678.0,3622.5758746266365
679.0,3633.958673775196
680.0,3646.290039598942
681.0,3657.6728387475014
682.0,3670.004204571247
683.0,3682.335570394993
684.0,3697.512636244297
685.0,3712.689702093601
686.0,3730.712467968464
687.0,3748.7352338433266
688.0,3768.655132830143
689.0,3790.4721646904945
690.0,3813.2377629876137
691.0,3836.003361284733
692.0,3858.768959581852
693.0,3880.5859914422035
694.0,3901.4544568657875
695.0,3922.3229222893715
696.0,3942.242821276188
697.0,3964.0598531365395
698.0,3986.8254514336586
699.0,4009.5910497307777
700.0,4032.356648027897
701.0,4055.122246325016
702.0,4077.887844622135
703.0,4100.653442919254
704.0,4123.419041216373
705.0,4129.110440790653
706.0,4129.110440790653
707.0,4129.110440790653
708.0,4129.110440790653
709.0,4129.110440790653
710.0,4129.110440790653
711.0,4129.110440790653
712.0,4129.110440790653
713.0,4129.110440790653
714.0,4129.110440790653
715.0,4129.110440790653
716.0,4129.110440790653
717.0,4129.110440790653
718.0,4129.110440790653
719.0,4129.110440790653
720.0,4129.110440790653
721.0,4129.110440790653
722.0,4129.110440790653
723.0,4129.110440790653
724.0,4129.110440790653
725.0,4129.110440790653
726.0,4129.110440790653
727.0,4129.110440790653
728.0,4129.110440790653
729.0,4129.110440790653
730.0,4129.110440790653
731.0,4129.110440790653
732.0,4129.110440790653
733.0,4129.110440790653
734.0,4129.110440790653
735.0,4129.110440790653
736.0,4129.110440790653
737.0,4129.110440790653
738.0,4129.110440790653
739.0,4129.110440790653
740.0,4129.110440790653
741.0,4129.110440790653
742.0,4129.110440790653
743.0,4129.110440790653
744.0,4129.110440790653
745.0,4129.110440790653
746.0,4129.110440790653
747.0,4129.110440790653
748.0,4129.110440790653
749.0,4129.110440790653
750.0,4129.110440790653
751.0,4129.110440790653
752.0,4129.110440790653
753.0,4129.110440790653
754.0,4129.110440790653
755.0,4129.110440790653
756.0,4131.007574021816
757.0,4133.853273868561
758.0,4137.647540330887
759.0,4143.338940024376
760.0,4149.030339717865
761.0,4155.670306026936
762.0,4162.310272336006
763.0,4170.847371816635
764.0,4180.333037853241
765.0,4191.7158370018005
766.0,4204.047202825546
767.0,4218.275701999664
768.0,4223.967101693153
769.0,4223.967101693153
770.0,4223.967101693153
771.0,4223.967101693153
772.0,4223.967101693153
773.0,4223.967101693153
774.0,4223.967101693153
775.0,4223.967101693153
776.0,4223.967101693153
777.0,4223.967101693153
778.0,4223.967101693153
779.0,4223.967101693153
780.0,4223.967101693153
781.0,4223.967101693153
782.0,4223.967101693153
783.0,4223.967101693153
784.0,4223.967101693153
785.0,4223.967101693153
786.0,4223.967101693153
787.0,4223.967101693153
788.0,4223.967101693153
789.0,4223.967101693153
790.0,4225.864234924316
791.0,4228.709934771061
792.0,4232.504201233387
793.0,4237.247034311295
794.0,4242.938434004784
795.0,4249.578400313854
796.0,4257.166933238506
797.0,4266.652599275112
798.0,4277.086831867695
799.0,4288.469631016254
800.0,4301.749563515186
801.0,4315.978062689304
802.0,4315.029496073723
803.0,4315.029496073723
804.0,4315.978062689304
805.0,4315.978062689304
806.0,4316.926629304886
807.0,4318.823762536049
808.0,4318.823762536049
809.0,4318.823762536049
810.0,4317.875195920467
811.0,4317.875195920467
812.0,4314.080929517746
813.0,4315.0294961333275
814.0,4315.0294961333275
815.0,4315.0294961333275
816.0,4315.0294961333275
817.0,4315.0294961333275
818.0,4315.0294961333275
819.0,4315.0294961333275
820.0,4315.0294961333275
821.0,4315.0294961333275
822.0,4315.0294961333275
823.0,4315.0294961333275
824.0,4315.0294961333275
825.0,4315.0294961333275
826.0,4315.0294961333275
827.0,4317.875195980072
828.0,4320.720895826817
829.0,4324.515162289143
830.0,4330.206561982632
831.0,4335.897961676121
832.0,4344.43506115675
833.0,4352.972160637379
834.0,4360.560693562031
835.0,4368.149226486683
836.0,4375.737759411335
837.0,4383.326292335987
838.0,4390.914825260639
839.0,4398.503358185291
840.0,4406.091891109943
841.0,4413.6804240345955
842.0,4421.268956959248
843.0,4428.8574898839
844.0,4436.446022808552
845.0,4436.446022808552
846.0,4436.446022808552
847.0,4437.394589424133
848.0,4439.291722655296
849.0,4440.240289270878
850.0,4442.137422502041
851.0,4444.983122348785
852.0,4448.777388811111
853.0,4453.520221889019
854.0,4459.211621582508
855.0,4463.954454660416
856.0,4467.748721122742
857.0,4470.594420969486
858.0,4475.337254047394
859.0,4481.028653740883
860.0,4488.617186665535
861.0,4496.205719590187
862.0,4501.897119283676
863.0,4508.537085592747
864.0,4514.228485286236
865.0,4520.868451595306
866.0,4527.508417904377
867.0,4534.148384213448
868.0,4541.7369171381
869.0,4551.2225831747055
870.0,4560.708249211311
871.0,4569.24534869194
872.0,4577.782448172569
873.0,4588.216680765152
874.0,4588.216680765152
875.0,4588.216680765152
876.0,4588.216680765152
877.0,4588.216680765152
878.0,4588.216680765152
879.0,4588.216680765152
880.0,4589.1652473807335
881.0,4591.0623806118965
882.0,4592.9595138430595
883.0,4594.856647074223
884.0,4596.753780305386
885.0,4597.702346920967
886.0,4600.548046767712
887.0,4603.393746614456
888.0,4607.188013076782
889.0,4611.93084615469
890.0,4616.673679232597
891.0,4620.467945694923
892.0,4625.210778772831
893.0,4629.005045235157
894.0,4633.747878313065
895.0,4637.542144775391
896.0,4642.284977853298
897.0,4647.027810931206
898.0,4650.822077393532
899.0,4655.564910471439
900.0,4659.359176933765
901.0,4662.20487678051
902.0,4666.9477098584175
903.0,4670.741976320744
904.0,4674.53624278307
905.0,4677.381942629814
906.0,4680.227642476559
907.0,4683.073342323303
908.0,4684.970475554466
909.0,4688.764742016792
910.0,4693.5075750947
911.0,4699.198974788189
912.0,4706.787507712841
913.0,4715.32460719347
914.0,4724.810273230076
915.0,4736.193072378635
916.0,4748.524438202381
917.0,4762.752937376499
918.0,4777.930003225803
919.0,4790.261369287968
920.0,4807.335568487644
921.0,4826.306901037693
922.0,4846.226800024509
923.0,4864.249565899372
924.0,4881.323765099049
925.0,4898.397964298725
926.0,4914.5235968232155
927.0,4932.546362698078
928.0,4950.569128572941
929.0,4971.437593996525
930.0,4992.306059420109
931.0,5015.071657717228
932.0,5037.837256014347
933.0,5060.602854311466
934.0,5083.368452608585
935.0,5106.1340509057045
936.0,5128.899649202824
937.0,5150.716681063175
938.0,5170.636579811573
939.0,5188.659345686436
940.0,5197.196445286274
941.0,5200.0421451330185
942.0,5194.350745439529
943.0,5184.865079402924
944.0,5170.6365802288055
945.0,5153.562381029129
946.0,5134.59104847908
947.0,5115.619715929031
948.0,5099.494083404541
949.0,5091.905550479889
950.0,5090.008417248726
951.0,5097.596950113773
952.0,5112.7740159630775
953.0,5128.899648249149
954.0,5149.768113672733
955.0,5169.68801265955
956.0,5189.607911646366
957.0,5212.373509943485
958.0,5235.139108240604
959.0,5257.9047065377235
960.0,5280.670304834843
961.0,5303.435903131962
962.0,5325.252934992313
963.0,5334.738601028919
964.0,5348.018533527851
965.0,5363.195599377155
966.0,5379.321231901646
967.0,5397.343997776508
968.0,5415.366763651371
969.0,5433.389529526234
970.0,5450.46372872591
971.0,5466.5893612504005
972.0,5481.766427099705
973.0,5498.840626299381
974.0,5516.863392174244
975.0,5536.78329116106
976.0,5557.651756584644
977.0,5579.468788444996
978.0,5602.234386742115
979.0,5624.999985039234
980.0,5647.765583336353
981.0,5670.531181633472
982.0,5693.296779930592
983.0,5716.062378227711
984.0,5738.82797652483
985.0,5761.593574821949
986.0,5784.359173119068
987.0,5806.17620497942
988.0,5827.993236839771
989.0,5847.913135826588
990.0,5865.93590170145
991.0,5869.730168104172
992.0,5858.347368836403
993.0,5833.684636712074
994.0,5828.941803753376
995.0,5851.707402765751
996.0,5893.444333612919
997.0,5943.718363344669
998.0,5993.043825685978
999.0,6042.3692880272865
1000.0,6091.694750368595
1001.0,6141.020212709904
1002.0,6189.397108614445
1003.0,6236.825438082218
1004.0,6285.202333986759
1005.0,6329.78496414423
1006.0,6355.396263062954
1007.0,6339.270630598068
1008.0,6313.6593317985535
1009.0,6334.527797222137
1010.0,6392.3903613090515
1011.0,6453.098624706268
1012.0,6513.806888103485
1013.0,6574.515151500702
1014.0,6621.943483829498
1015.0,6681.703181743622
1016.0,6734.822912693024
1017.0,6782.251242160797
1018.0,6823.0396065711975
1019.0,6860.033705234528
1020.0,6895.1306710243225
1021.0,6931.176203250885
1022.0,6967.2217354774475
1023.0,7002.318701267242
1024.0,7038.364233493805
1025.0,7054.489866137505
1026.0,7054.489866137505
1027.0,7054.489866137505
1028.0,7054.489866137505
1029.0,7054.489866137505
1030.0,7054.489866137505
1031.0,7054.489866137505
1032.0,7054.489866137505
1033.0,7054.489866137505
1034.0,7054.489866137505
1035.0,7054.489866137505
1036.0,7055.438432753086
1037.0,7058.284132599831
1038.0,7062.078399062157
1039.0,7066.821232140064
1040.0,7072.512631833553
1041.0,7078.204031527042
1042.0,7085.7925644516945
1043.0,7093.381097376347
1044.0,7102.866763412952
1045.0,7114.249562561512
1046.0,7126.580928385258
1047.0,7140.809427559376
1048.0,7155.98649340868
1049.0,7172.11212593317
1050.0,7190.134891808033
1051.0,7209.106224358082
1052.0,7228.077556908131
1053.0,7248.946022331715
1054.0,7265.071654617786
1055.0,7287.837252914906
1056.0,7310.602851212025
1057.0,7333.368449509144
1058.0,7356.134047806263
1059.0,7378.899646103382
1060.0,7401.665244400501
1061.0,7424.43084269762
1062.0,7447.1964409947395
1063.0,7469.962039291859
1064.0,7492.727637588978
1065.0,7515.493235886097
1066.0,7538.258834183216
1067.0,7561.024432480335
1068.0,7583.790030777454
1069.0,7606.5556290745735
1070.0,7629.321227371693
1071.0,7652.086825668812
1072.0,7674.852423965931
1073.0,7695.720889151096
1074.0,7695.720889151096
1075.0,7695.720889151096
1076.0,7695.720889151096
1077.0,7695.720889151096
1078.0,7695.720889151096
1079.0,7695.720889151096
1080.0,7695.720889151096
1081.0,7695.720889151096
1082.0,7695.720889151096
1083.0,7695.720889151096
1084.0,7695.720889151096
1085.0,7695.720889151096
1086.0,7695.720889151096
1087.0,7695.720889151096
1088.0,7695.720889151096
1089.0,7695.720889151096
1090.0,7695.720889151096
1091.0,7695.720889151096
1092.0,7695.720889151096
1093.0,7695.720889151096
1094.0,7695.720889151096
1095.0,7697.618022382259
1096.0,7700.463722229004
1097.0,7704.25798869133
1098.0,7709.0008217692375
1099.0,7714.692221462727
1100.0,7720.383621156216
1101.0,7727.023587465286
1102.0,7734.612120389938
1103.0,7742.20065331459
1104.0,7750.737752795219
1105.0,7761.171985387802
1106.0,7772.554784536362
1107.0,7784.886150360107
1108.0,7797.217516183853
1109.0,7810.497448682785
1110.0,7823.777381181717
1111.0,7834.211613893509
1112.0,7846.542979717255
1113.0,7859.8229122161865
1114.0,7872.154278039932
1115.0,7884.485643863678
1116.0,7896.817009687424
1117.0,7907.251242280006
1118.0,7916.736908316612
1119.0,7927.171140909195
1120.0,7937.605373501778
1121.0,7948.988172650337
1122.0,7961.319538474083
1123.0,7967.9595047831535
1124.0,7970.805204629898
1125.0,7973.650904476643
1126.0,7976.496604323387
1127.0,7980.290870785713
1128.0,7983.136570632458
